醫事機構代碼,機構服務項目代碼
3505010036,A
3505010036,E
3505010036,Y
3505010036,Z
3505010045,A
3505010045,E
3505010072,1
3505010072,2
3505010072,A
3505010081,A
3505010081,C
3505010081,E
3505010090,A
3505010090,E
3505010090,Z
3505010107,A
3505010107,C
3505010107,E
3505010107,W
3505010107,Z
3505010116,A
3505010125,A
3505010125,E
3505010125,Z
3505010134,A
3505010134,C
3505010134,E
3505010152,A
3505010152,E
3505010152,Z
3505010161,A
3505010189,A
3505020014,A
3505020023,A
3505020023,D
3505020023,E
3505020023,Y
3505020023,Z
3505020032,A
3505030038,A
3505030038,C
3505030038,E
3505030038,F
3505030038,W
3505030038,Y
3505030038,Z
3505030047,1
3505030047,2
3505030047,A
3505030047,E
3505030047,Z
3505030056,A
3505040025,A
3505040025,Z
3505040034,A
3505040034,E
3505040034,K
3505040052,A
3505040061,A
3505040070,A
3505040070,C
3505040070,E
3505040070,Z
3505040089,1
3505040089,A
3505040089,E
3505040089,Z
3505050012,A
3505050012,E
3505050012,F
3505050012,Z
3505050021,A
3505050021,E
3505050021,Z
3505050085,A
3505050085,D
3505050085,E
3505050085,Z
3505050110,A
3505050129,A
3505050129,E
3505050129,Z
3505050138,A
3505050138,A0
3505050138,E
3505050138,F
3505050138,G
3505050138,Z
3505050147,1
3505050147,2
3505050147,A
3505050174,1
3505050174,2
3505050174,7
3505050174,A
3505050174,E
3505050183,A
3505050183,E
3505050183,Y
3505050183,Z
3505050192,A
3505050192,C
3505050209,A
3505050209,E
3505050209,Z
3505050218,A
3505050227,1
3505050227,A
3505050227,E
3505060027,A
3505060027,D
3505060027,E
3505060027,F
3505060027,Z
3505060036,A
3505060036,E
3505060036,Y
3505070014,A
3505070014,D
3505070014,E
3505070014,Y
3505070014,Z
3505070023,A
3505070032,A
3505070032,E
3505070032,Z
3505070069,A
3505070087,A
3505070087,E
3505070087,Z
3505070096,A
3505070096,D
3505070096,E
3505070121,A
3505070121,E
3505070121,Z
3505070130,A
3505070130,E
3505070130,Z
3505070149,A
3505070158,A
3505070158,E
3505070158,Z
3505070167,1
3505070167,A
3505070176,A
3505070176,E
3505070176,F
3505070176,Z
3505070194,A
3505070194,E
3505070194,Z
3505070201,A
3505070201,E
3505070201,Z
3505070210,1
3505070210,A
3505070229,A
3505080118,A
3505100026,A
3505100026,E
3505100026,Y
3505100026,Z
3505110013,A
3505110013,E
3505110013,Z
3505110022,A
3505110022,C
3505110022,E
3505120037,0
3505120037,A
3505120037,E
3505120046,A
3505120046,E
3505120046,Z
3505120055,A
3505120055,E
3505120055,Z
3505140075,A
3505150017,A
3505150017,E
3505150026,A
3505150026,E
3505150026,Y
3505150026,Z
3505170028,A
3505170028,E
3505170037,A
3505170037,E
3505180024,A
3505180024,E
3505180024,Y
3505180024,Z
3505190011,A
3505190011,D
3505190011,E
3505190011,Y
3505190011,Z
3505200012,A
3505200012,E
3505200021,A
3505200021,C
3505200021,E
3505200021,W
3505200030,A
3505200030,D
3505200030,E
3505200030,Y
3505200030,Z
3505200049,A
3505200049,Z
3505200058,A
3505200058,E
3505200076,A
3505200076,E
3505200076,Z
3505210018,A
3505210018,A0
3505210018,D
3505210018,E
3505210018,F
3505210018,Y
3505210018,Z
3505230010,A
3505230010,D
3505230010,E
3505230038,1
3505230038,A
3505230038,Z
3505250021,A
3505270014,A
3505270014,E
3505270023,A
3505270023,D
3505270032,A
3505270032,E
3505270032,Y
3505270069,1
3505270069,A
3505270087,A
3505270087,E
3505270087,Z
3505270096,A
3505270096,E
3505270103,A
3505270112,A
3505270121,A
3505270130,1
3505270130,A
3505270130,E
3505270149,A
3505270149,E
3505270149,F
3505280010,A
3505280010,E
3505280029,A
3505280029,E
3505280047,A
3505280056,A
3505280056,E
3505280056,Y
3505280065,A
3505280065,Y
3505280083,A
3505280083,E
3505280092,A
3505280092,E
3505280092,Z
3505280109,A
3505280109,D
3505280109,E
3505280118,A
3505280118,E
3505280118,Z
3505280127,A
3505280127,A0
3505280127,E
3505280127,F
3505280127,G
3505280127,Z
3505280136,1
3505280136,A
3505280136,E
3505280145,A
3505280145,C
3505280145,E
3505280145,W
3505290016,Y
3505290016,Z
3505290025,Z
3505290061,A
3505290061,E
3505290061,Y
3505290061,Z
3505290089,A
3505290089,E
3505290089,P
3505290089,Z
3505310013,A
3505310013,E
3505310013,Z
3505310022,A
3505310031,A
3505310031,E
3505310031,Y
3505310031,Z
3505310040,A
3505310040,E
3505310040,Z
3505310059,A
3505310059,E
3505310068,A
3505310068,E
3505310068,Y
3505310068,Z
3505310077,A
3505310077,E
3505310077,Z
3505310095,A
3505310111,A
3505310111,D
3505310111,E
3505310120,A
3505310120,E
3505310120,Y
3505310120,Z
3505310139,A
3505310139,E
3505310148,Y
3505310148,Z
3505310157,A
3505310166,A
3505310166,Y
3505310175,A
3505310175,E
3505310184,1
3505310184,A
3505310200,A
3505310200,E
3505310228,A
3505310237,A
3505310237,E
3505310237,F
3505310237,G
3505310237,Y
3505310264,A
3505310264,E
3505310264,Y
3505310264,Z
3505310273,A
3505310273,E
3505310291,A
3505310291,E
3505310317,A
3505310317,E
3505310326,A
3505310326,E
3505310326,Y
3505310326,Z
3505310335,A
3505310335,E
3505310335,Z
3505310371,A
3505310380,A
3505310399,1
3505310399,A
3505310399,E
3505310399,Z
3505310406,A
3505310406,E
3505310433,A
3505310433,D
3505310433,E
3505310433,F
3505310433,Y
3505310451,A
3505310451,E
3505310460,A
3505310460,E
3505310479,1
3505310479,A
3505310488,A
3505310504,A
3505310513,A
3505310513,D
3505310513,E
3505310513,Z
3505310522,A
3505310522,E
3505310531,A
3505310531,E
3505310531,Z
3505310540,A
3505310540,E
3505310540,Z
3505310568,A
3505310568,C
3505310568,W
3505310577,1
3505310577,2
3505310577,7
3505310577,A
3505310595,A
3505310595,E
3505310595,Y
3505310595,Z
3505310611,1
3505310611,2
3505310611,7
3505310611,A
3505310620,A
3505310620,E
3505310620,Z
3505310639,A
3505310639,E
3505310639,Z
3505310666,A
3505310666,D
3505310693,A
3505310693,E
3505310693,Z
3505310700,A
3505310700,E
3505310700,Z
3505310719,1
3505310719,2
3505310719,7
3505310719,A
3505310719,Z
3505310728,1
3505310728,2
3505310728,7
3505310728,A
3505310728,E
3505310728,Z
3505310737,A
3505310737,E
3505310746,A
3505310755,A
3505310764,A
3505310764,E
3505310764,Z
3505310773,A
3505310773,D
3505310773,E
3505310773,Z
3505310791,1
3505310791,2
3505310791,7
3505310791,A
3505310791,E
3505310808,1
3505310808,2
3505310808,7
3505310808,A
3505310817,A
3505310817,E
3505310817,Z
3505310826,A
3505310826,E
3505310826,Z
3505320037,A
3505320037,D
3505320037,E
3505320037,Y
3505320037,Z
3505320046,A
3505320055,1
3505320055,2
3505320055,A
3505320064,A
3505320117,A
3505320117,A0
3505320117,E
3505320117,F
3505320117,G
3505320117,Z
3505320135,1
3505320135,2
3505320135,A
3505320135,E
3505320153,A
3505320153,D
3505320153,E
3505320153,Z
3505320171,A
3505320171,E
3505320171,Z
3505320215,A
3505320224,A
3505320224,E
3505320224,Z
3505320233,1
3505320233,2
3505320233,A
3505320304,A
3505320322,A
3505320331,A
3505320331,E
3505320331,Y
3505320340,A
3505320340,E
3505320340,Z
3505320368,A
3505320368,E
3505320395,A
3505320439,A
3505320439,E
3505320448,A
3505320448,C
3505320448,E
3505320528,A
3505320528,C
3505320528,E
3505320555,A
3505320555,E
3505320564,1
3505320564,A
3505320564,E
3505320582,A
3505320608,1
3505320608,A
3505320608,E
3505320653,A
3505320653,Q
3505320653,Z
3505320671,1
3505320671,2
3505320671,A
3505320680,1
3505320680,A
3505320706,A
3505320706,C
3505320706,E
3505320715,A
3505320733,1
3505320733,2
3505320733,A
3505320788,A
3505320788,D
3505320788,E
3505320788,Y
3505320797,A
3505320797,E
3505320804,A
3505320804,E
3505320804,Z
3505320822,A
3505320840,A
3505320840,E
3505320840,Z
3505320886,1
3505320886,2
3505320886,7
3505320886,A
3505320886,E
3505320902,A
3505320911,A
3505320920,A
3505320920,E
3505320920,Z
3505320939,A
3505320939,E
3505320939,Z
3505320948,A
3505320975,A
3505320975,C
3505320975,W
3505320993,A
3505320993,A0
3505320993,D
3505320993,E
3505320993,F
3505320993,G
3505320993,I
3505321016,A
3505321025,A
3505321025,C
3505321025,E
3505321025,Z
3505321061,1
3505321061,A
3505321070,A
3505321070,E
3505321105,A
3505321105,E
3505321105,Z
3505321114,A
3505321123,A
3505330015,1
3505330015,A
3505330015,E
3505330015,Z
3505330042,Z
3505330060,A
3505330088,A
3505330088,Y
3505330097,A
3505330097,C
3505330097,D
3505330122,A
3505330122,E
3505330140,A
3505330140,E
3505330140,Z
3505330159,1
3505330159,2
3505330159,A
3505330168,A
3505330168,E
3505330168,F
3505330168,Z
3505330211,A
3505330220,A
3505330239,A
3505330248,A
3505330257,A
3505330275,A
3505330275,E
3505330284,1
3505330284,2
3505330284,A
3505330293,1
3505330293,A
3505330293,E
3505330293,Z
3505330300,A
3505330300,D
3505330300,E
3505330300,Y
3505330300,Z
3505330328,A
3505330328,C
3505330328,E
3505330337,A
3505330337,E
3505330373,A
3505330373,E
3505330373,Z
3505330391,A
3505330391,E
3505330391,Z
3505330408,A
3505330408,D
3505330408,E
3505330408,Y
3505330408,Z
3505330417,1
3505330417,A
3505330435,A
3505330435,E
3505330435,Y
3505330435,Z
3505330444,1
3505330444,A
3505330453,A
3505330462,A
3505330462,E
3505330462,Z
3505330499,A
3505330499,E
3505330499,Z
3505340039,A
3505340039,E
3505340039,Z
3505340093,A
3505340093,E
3505340093,Z
3505340146,A
3505340146,E
3505340226,A
3505340226,D
3505340226,E
3505340333,A
3505340342,A
3505340404,1
3505340404,A
3505340404,E
3505340440,A
3505340557,A
3505340575,1
3505340575,2
3505340575,A
3505340593,A
3505340593,E
3505340593,Z
3505340619,A
3505340628,A
3505340646,A
3505340655,A
3505340655,F
3505340655,G
3505340655,Z
3505340664,A
3505340682,0
3505340682,A
3505340682,E
3505340682,Y
3505340682,Z
3505340726,A
3505340744,A
3505340780,1
3505340780,2
3505340780,7
3505340780,A
3505340780,Z
3505340799,A
3505340806,1
3505340806,2
3505340806,A
3505340806,E
3505340833,A
3505340833,D
3505340833,E
3505340833,Y
3505340833,Z
3505340842,E
3505340842,Z
3505350017,A
3505350017,A0
3505350017,D
3505350017,E
3505350017,F
3505350017,G
3505350017,I
3505350035,A
3505350035,E
3505350035,Y
3505350062,A
3505350080,A
3505350106,1
3505350106,2
3505350106,A
3505350115,A
3505350115,E
3505350124,Z
3505350133,Z
3505350142,1
3505350142,A
3505350179,A
3505350188,A
3505350188,E
3505350188,Z
3505350204,A
3505350204,D
3505350204,E
3505350204,Z
3505350213,A
3505350213,E
3505350213,Z
3505350222,1
3505350222,2
3505350222,A
3505350231,1
3505350231,A
3505350231,E
3505350268,A
3505350302,A
3505350302,D
3505350302,E
3505350302,Y
3505350302,Z
3505350320,A
3505350320,E
3505350357,1
3505350357,A
3505350366,A
3505350366,D
3505350366,E
3505350366,Z
3505350375,A
3505350375,E
3505350384,A
3505350393,A
3505350393,D
3505350393,E
3505350400,A
3505350400,E
3505350400,Z
3505350428,A
3505350428,D
3505350428,E
3505350428,Y
3505350428,Z
3505350446,A
3505350446,E
3505350455,A
3505350455,E
3505350473,A
3505350473,E
3505350482,A
3505350482,E
3505350482,Z
3505350526,A
3505350562,A
3505350562,E
3505350562,Z
3505350571,1
3505350571,2
3505350571,7
3505350571,A
3505350571,Z
3505350615,A
3505350624,A
3505350624,E
3505350633,A
3505350633,E
3505350651,A
3505350651,E
3505350660,A
3505350660,E
3505350679,A
3505350679,E
3505350688,1
3505350688,A
3505350697,A
3505350697,E
3505350697,Z
3505350704,A
3505350704,E
3505350704,Z
3505350722,A
3505350722,E
3505350722,Z
3505350731,A
3505350731,E
3505350731,Z
3505350759,A
3505350759,D
3505350759,E
3505350759,Y
3505350759,Z
3505350768,1
3505350768,A
3505350777,A
3505350795,A
3505350795,E
3505350795,Z
3505370037,A
3505370037,D
3505370037,E
3505370046,A
3505370055,A
3505370055,Y
3505370064,A
3505370064,E
3505370064,Z
3505370073,A
3505370091,A
3505370091,E
3505370091,Y
3505370108,A
3505370108,D
3505370108,E
3505370117,A
3505370117,E
3505370117,F
3505370117,G
3505370117,Z
3505370126,A
3505370126,C
3505370126,E
3505370153,A
3505370162,A
3505370162,E
3505370162,Y
3505370180,A
3505370180,E
3505370180,Y
3505370199,A
3505370199,Y
3505370206,1
3505370206,A
3505370206,E
3505370215,A
3505370224,A
3505370224,E
3505370233,A
3505370242,1
3505370242,2
3505370242,7
3505370242,A
3505370251,A
3505370251,E
3505370251,Y
3505370251,Z
3505370260,A
3505370279,A
3505370279,C
3505370279,E
3505370279,W
3505370288,1
3505370288,2
3505370288,A
3505370297,A
3505370297,E
3505370304,A
3505370313,1
3505370313,A
3505370322,1
3505370322,A
3505370322,E
3505370322,Z
3505370331,1
3505370331,A
3505370340,1
3505370340,A
3505370340,E
3505370340,Y
3505370340,Z
3505380015,A
3505380024,1
3505380024,A
3505380024,E
3505380024,Z
3505380079,A
3505380079,E
3505380079,Z
3505380140,A
3505380140,D
3505380140,E
3505380159,A
3505380159,E
3505380168,A
3505380168,E
3505380211,A
3505380211,E
3505380211,Y
3505380239,1
3505380239,2
3505380239,7
3505380239,A
3505380257,A
3505380257,E
3505380266,A
3505380266,D
3505380266,E
3505380275,A
3505380284,A
3505380293,A
3505380319,A
3505380319,Z
3505380346,A
3505380346,D
3505380346,E
3505380355,A
3505380355,A0
3505380355,E
3505380355,F
3505380355,G
3505380364,A
3505380364,D
3505380417,A
3505380417,D
3505380417,E
3505380417,F
3505380417,G
3505380417,Z
3505380435,1
3505380435,2
3505380435,7
3505380435,A
3505380444,A
3505380444,E
3505380444,Z
3505380471,A
3505380471,E
3505380480,1
3505380480,2
3505380480,7
3505380480,A
3505380515,A
3505380515,E
3507010016,A
3507010025,A
3507010025,D
3507010025,E
3507010025,Y
3507010025,Z
3507010034,A
3507010034,C
3507010052,A
3507010052,E
3507010052,Y
3507010052,Z
3507010089,A
3507010098,A
3507010098,D
3507010098,E
3507010098,Y
3507010098,Z
3507010114,A
3507010114,E
3507010114,Y
3507010114,Z
3507010123,A
3507010123,E
3507010123,Z
3507010141,A
3507010141,E
3507010141,Y
3507010141,Z
3507010150,A
3507010150,E
3507010150,Y
3507010150,Z
3507010169,A
3507010169,E
3507010169,Y
3507010169,Z
3507010212,A
3507010212,E
3507010285,A
3507010285,E
3507010285,Y
3507010285,Z
3507010294,1
3507010294,A
3507010301,A
3507010301,E
3507010301,Y
3507010301,Z
3507010338,A
3507010356,1
3507010356,A
3507010383,1
3507010383,2
3507010383,A
3507010436,A
3507010436,C
3507010436,W
3507010454,A
3507010454,D
3507010454,E
3507010454,Z
3507010463,A
3507010481,A
3507010481,E
3507010481,Y
3507010481,Z
3507010490,1
3507010490,2
3507010490,A
3507010516,A
3507010516,E
3507010516,Z
3507010525,A
3507010525,C
3507010525,E
3507010525,Y
3507010525,Z
3507010543,1
3507010543,A
3507010543,E
3507010543,Y
3507010543,Z
3507010605,A
3507010605,E
3507010605,Y
3507010605,Z
3507010614,A
3507010614,D
3507010614,E
3507010614,Y
3507010614,Z
3507010623,A
3507010623,E
3507010623,Z
3507010632,A
3507010632,E
3507010632,Y
3507010632,Z
3507010641,A
3507010641,E
3507010641,Y
3507010641,Z
3507010650,A
3507010650,D
3507010650,E
3507010650,Z
3507010678,A
3507010678,D
3507010678,E
3507010678,Y
3507010678,Z
3507010687,A
3507010696,A
3507010696,E
3507010696,Z
3507010703,A
3507010703,D
3507010703,E
3507010703,Z
3507010712,A
3507010712,E
3507010712,Y
3507010712,Z
3507010721,A
3507010721,E
3507010721,Z
3507010749,A
3507010749,E
3507010749,Z
3507010776,A
3507010776,E
3507010776,F
3507010776,G
3507010776,Z
3507010785,A
3507010794,A
3507010794,E
3507010794,F
3507010794,Y
3507010794,Z
3507010801,A
3507010801,E
3507010801,F
3507010801,G
3507010801,Z
3507010829,A
3507010829,E
3507010838,A
3507010838,E
3507010838,Y
3507010838,Z
3507010847,A
3507010847,E
3507010856,A
3507010856,E
3507010856,Z
3507010865,A
3507010874,A
3507010883,A
3507010883,D
3507010883,E
3507010883,Y
3507010883,Z
3507010892,A
3507010927,A
3507010927,E
3507010927,Y
3507010927,Z
3507010936,A
3507010945,A
3507010945,E
3507010945,Z
3507010954,A
3507010954,D
3507010954,E
3507010954,Y
3507010954,Z
3507010972,A
3507010972,D
3507010972,Z
3507010981,A
3507010990,A
3507010990,E
3507010990,Z
3507011004,A
3507011004,E
3507011004,Z
3507011013,A
3507011013,D
3507011022,A
3507011022,E
3507011031,A
3507011031,E
3507011031,Y
3507011031,Z
3507011040,A
3507011040,E
3507011040,Z
3507011059,A
3507011059,D
3507011059,E
3507011068,A
3507011068,E
3507011068,Y
3507011068,Z
3507011077,A
3507011077,E
3507011077,Z
3507011111,1
3507011111,2
3507011111,A
3507011120,A
3507011148,1
3507011148,A
3507011148,E
3507011148,Z
3507011157,A
3507011175,1
3507011175,2
3507011175,A
3507011184,A
3507011184,A0
3507011184,F
3507011184,G
3507011184,Z
3507011193,A
3507011193,D
3507011193,E
3507011193,Z
3507011200,A
3507011200,D
3507011200,E
3507011200,Y
3507011200,Z
3507011219,A
3507011219,C
3507011219,E
3507011219,W
3507011219,Z
3507011228,A
3507011228,E
3507011228,Z
3507011237,A
3507011237,D
3507011237,E
3507011237,Y
3507011237,Z
3507011246,A
3507011246,E
3507011246,Y
3507011246,Z
3507011255,A
3507011255,D
3507011255,E
3507011264,A
3507011282,1
3507011282,A
3507011282,E
3507011282,Z
3507011291,A
3507011291,C
3507011291,E
3507011308,A
3507011308,E
3507011308,Z
3507011326,A
3507011326,E
3507011326,Z
3507011344,A
3507011353,A
3507011371,A
3507011371,E
3507011371,Z
3507011380,A
3507011380,E
3507011406,A
3507011406,E
3507011406,Y
3507011406,Z
3507011415,A
3507011415,E
3507011415,Y
3507011415,Z
3507011424,1
3507011424,A
3507011424,E
3507020012,A
3507020012,E
3507020012,Z
3507020021,A
3507020021,E
3507020021,Y
3507020021,Z
3507020030,A
3507020030,A0
3507020030,E
3507020030,F
3507020030,G
3507020030,Y
3507020030,Z
3507020049,A
3507020049,C
3507020049,E
3507020049,Z
3507020076,A
3507020085,A
3507020085,E
3507020085,Y
3507020085,Z
3507020094,1
3507020094,A
3507020101,1
3507020101,A
3507020129,A
3507020129,C
3507020147,A
3507020147,E
3507020147,Y
3507020147,Z
3507020156,A
3507020156,D
3507020156,E
3507020156,Y
3507020156,Z
3507020174,A
3507020174,C
3507020174,E
3507020183,A
3507020183,E
3507020183,Y
3507020183,Z
3507020227,A
3507020236,A
3507020236,E
3507020236,Y
3507020236,Z
3507020254,A
3507020272,A
3507020272,A0
3507020272,E
3507020272,F
3507020272,G
3507020272,Y
3507020272,Z
3507020281,A
3507020281,E
3507020281,Z
3507030018,A
3507030018,E
3507030018,Y
3507030018,Z
3507030036,A
3507030036,A0
3507030036,D
3507030036,E
3507030036,F
3507030036,Y
3507030036,Z
3507030054,A
3507030063,A
3507030072,A
3507030072,E
3507030072,Y
3507030072,Z
3507030090,A
3507030090,Y
3507030090,Z
3507030107,A
3507030107,C
3507030107,E
3507030107,W
3507030116,1
3507030116,A
3507030116,E
3507030116,Y
3507030116,Z
3507030125,A
3507030125,D
3507030125,E
3507030125,Y
3507030125,Z
3507030134,A
3507030134,E
3507040023,A
3507040023,E
3507040023,Y
3507040023,Z
3507040032,A
3507040032,C
3507040032,E
3507040032,Z
3507040041,A
3507040041,C
3507040041,E
3507040041,Z
3507040050,A
3507050083,A
3507050083,A0
3507050083,D
3507050083,E
3507050083,F
3507050083,G
3507050083,Z
3507050092,A
3507050092,A0
3507050092,E
3507050092,F
3507050092,G
3507050092,Z
3507050118,A
3507050118,D
3507050127,A
3507050127,E
3507050127,Z
3507050136,A
3507050136,C
3507050136,E
3507060034,A
3507060034,D
3507060034,Y
3507060043,A
3507060043,D
3507060043,E
3507060043,Y
3507060043,Z
3507060052,A
3507060052,E
3507060052,Z
3507060061,A
3507060061,E
3507060061,Z
3507060070,A
3507060070,E
3507060070,Y
3507060070,Z
3507060089,A
3507060105,A
3507060105,E
3507060105,Y
3507060105,Z
3507060114,A
3507060114,C
3507070049,A
3507070049,E
3507070067,A
3507070067,Z
3507070076,A
3507070076,C
3507070076,E
3507070076,W
3507080018,1
3507080018,2
3507080018,A
3507080027,A
3507080027,E
3507080027,Z
3507080036,7
3507080036,A
3507080036,D
3507080036,E
3507080036,Y
3507080036,Z
3507080045,A
3507080045,E
3507080045,Y
3507080045,Z
3507080063,A
3507080063,E
3507080063,Y
3507080063,Z
3507080072,A
3507080090,A
3507080090,E
3507080090,Z
3507080107,1
3507080107,A
3507080116,A
3507080125,A
3507080134,1
3507080134,A
3507080134,E
3507080143,1
3507080143,A
3507080143,E
3507080143,Z
3507080161,A
3507080161,D
3507080161,E
3507080161,Z
3507080170,A
3507080170,E
3507080189,A
3507080189,C
3507080189,E
3507080189,W
3507080189,Z
3507080198,A
3507080205,A
3507080205,D
3507080205,E
3507080205,Y
3507080205,Z
3507080214,A
3507080214,E
3507080223,A
3507080223,E
3507080223,Z
3507080232,A
3507080232,E
3507080250,A
3507080250,D
3507080250,E
3507080250,Y
3507080250,Z
3507080269,A
3507080269,E
3507080269,Z
3507080278,A
3507080278,E
3507080278,Y
3507080278,Z
3507080287,A
3507080287,E
3507080287,Y
3507080287,Z
3507080303,A
3507080303,C
3507080303,E
3507080303,Z
3507080312,A
3507080312,E
3507080312,Z
3507080321,1
3507080321,2
3507080321,7
3507080321,A
3507080330,1
3507080330,2
3507080330,A
3507080349,A
3507080349,E
3507080349,Z
3507080358,1
3507080358,A
3507080358,Z
3507080376,A
3507080376,E
3507080376,Z
3507080385,A
3507080394,1
3507080394,2
3507080394,7
3507080394,A
3507080401,A
3507080401,A0
3507080401,E
3507080401,F
3507080401,G
3507080401,Y
